migration_scenario,year,year_month,FIPS,area_name,age_in_yrs_num,age_in_yrs_char,total,total_male,total_female,nh_white_total,nh_white_male,nh_white_female,nh_black_total,nh_black_male,nh_black_female,hispanic_total,hispanic_male,hispanic_female,nh_asian_total,nh_asian_male,nh_asian_female,nh_other_total,nh_other_male,nh_other_female
Mid,2020,202007,000,State of Texas,64,64 yrs,304648,146086,158562,164964,80399,84565,34934,16184,18750,81882,39069,42813,13425,6081,7344,9443,4353,5090
Mid,2020,202007,000,State of Texas,65,65 yrs,305900,146345,159555,168003,81895,86108,34463,15711,18752,80837,38436,42401,13371,6048,7323,9226,4255,4971
Mid,2020,202007,000,State of Texas,66,66 yrs,278935,131633,147302,156841,75304,81537,30240,13648,16592,71469,33464,38005,12058,5470,6588,8327,3747,4580
Mid,2020,202007,000,State of Texas,67,67 yrs,270768,127924,142844,153617,74072,79545,28845,12955,15890,68335,31953,36382,12152,5433,6719,7819,3511,4308
Mid,2020,202007,000,State of Texas,68,68 yrs,255273,120286,134987,147254,70868,76386,26710,11707,15003,63428,29611,33817,10752,4729,6023,7129,3371,3758
Mid,2020,202007,000,State of Texas,69,69 yrs,240948,112453,128495,136902,65354,71548,25733,11083,14650,60852,28283,32569,10882,4727,6155,6579,3006,3573
Mid,2020,202007,000,State of Texas,70,70 yrs,240358,111906,128452,138879,66260,72619,24282,10550,13732,59613,27461,32152,11131,4863,6268,6453,2772,3681
Mid,2020,202007,000,State of Texas,71,71 yrs,221495,102887,118608,131684,62455,69229,21753,9443,12310,52721,24146,28575,9430,4201,5229,5907,2642,3265
Mid,2020,202007,000,State of Texas,72,72 yrs,222113,103730,118383,136478,65081,71397,20095,8724,11371,50825,23371,27454,8839,3856,4983,5876,2698,3178
Mid,2020,202007,000,State of Texas,73,73 yrs,212166,98484,113682,134153,63761,70392,17795,7672,10123,46815,21132,25683,7948,3531,4417,5455,2388,3067
Mid,2020,202007,000,State of Texas,74,74 yrs,162186,74768,87418,96696,45888,50808,14491,6052,8439,40120,17932,22188,6856,3117,3739,4023,1779,2244
Mid,2020,202007,000,State of Texas,75,75 yrs,161145,73533,87612,98732,46022,52710,13782,5682,8100,38062,17000,21062,6616,3070,3546,3953,1759,2194
Mid,2020,202007,000,State of Texas,76,76 yrs,152672,68944,83728,96847,44923,51924,12452,5083,7369,34039,14813,19226,5579,2533,3046,3755,1592,2163
Mid,2020,202007,000,State of Texas,77,77 yrs,141852,64075,77777,91528,42291,49237,11543,4814,6729,30133,12996,17137,5221,2443,2778,3427,1531,1896
Mid,2020,202007,000,State of Texas,78,78 yrs,124878,55866,69012,79680,36583,43097,10112,4119,5993,27490,11758,15732,4715,2166,2549,2881,1240,1641
Mid,2020,202007,000,State of Texas,79,79 yrs,113435,50066,63369,72273,32722,39551,9231,3614,5617,25228,10713,14515,4147,1877,2270,2556,1140,1416
Mid,2020,202007,000,State of Texas,80,80 yrs,104637,45460,59177,65953,29276,36677,8480,3235,5245,24034,10257,13777,3992,1811,2181,2178,881,1297
Mid,2020,202007,000,State of Texas,81,81 yrs,93018,40044,52974,59806,26424,33382,7176,2799,4377,20605,8526,12079,3371,1513,1858,2060,782,1278
Mid,2020,202007,000,State of Texas,82,82 yrs,86199,36682,49517,55467,24179,31288,6579,2498,4081,19330,7875,11455,2995,1359,1636,1828,771,1057
Mid,2020,202007,000,State of Texas,83,83 yrs,76540,32058,44482,48897,21112,27785,5949,2203,3746,17538,6926,10612,2529,1143,1386,1627,674,953
Mid,2020,202007,000,State of Texas,84,84 yrs,70444,28842,41602,45699,19281,26418,5335,1933,3402,15700,6098,9602,2289,973,1316,1421,557,864
Mid,2020,202007,000,State of Texas,85,85 yrs,65029,26318,38711,42128,17427,24701,4965,1723,3242,14711,5761,8950,1923,876,1047,1302,531,771
Mid,2020,202007,000,State of Texas,86,86 yrs,54734,21763,32971,35573,14443,21130,4190,1437,2753,12361,4823,7538,1604,675,929,1006,385,621
Mid,2020,202007,000,State of Texas,87,87 yrs,48904,19085,29819,32243,12890,19353,3805,1295,2510,10461,3966,6495,1444,578,866,951,356,595
Mid,2020,202007,000,State of Texas,88,88 yrs,43239,16672,26567,28655,11238,17417,3048,989,2059,9426,3608,5818,1181,477,704,929,360,569
Mid,2020,202007,000,State of Texas,89,89 yrs,38249,14340,23909,25338,9766,15572,2730,861,1869,8444,3055,5389,1025,391,634,712,267,445
Mid,2020,202007,000,State of Texas,90,90 yrs,33102,11855,21247,21874,7965,13909,2490,724,1766,7328,2641,4687,868,343,525,542,182,360
Mid,2020,202007,000,State of Texas,91,91 yrs,26407,9276,17131,17606,6295,11311,1985,583,1402,5710,1983,3727,645,249,396,461,166,295
Mid,2020,202007,000,State of Texas,92,92 yrs,21815,7185,14630,14701,4903,9798,1516,422,1094,4735,1543,3192,536,198,338,327,119,208
Mid,2020,202007,000,State of Texas,93,93 yrs,17866,5703,12163,12076,3847,8229,1329,355,974,3718,1252,2466,442,144,298,301,105,196
Mid,2020,202007,000,State of Texas,94,94 yrs,13849,4112,9737,9177,2726,6451,1090,263,827,2961,934,2027,360,102,258,261,87,174
Mid,2020,202007,000,State of Texas,95,95+ yrs,35634,9794,25840,23347,6165,17182,3026,682,2344,7736,2431,5305,880,305,575,645,211,434
Mid,2021,202107,000,State of Texas,-1,All Ages,29570351,14604807,14965544,11634204,5776091,5858113,3504194,1682285,1821909,11684843,5815101,5869742,1613097,781203,831894,1134013,550127,583886
Mid,2021,202107,000,State of Texas,0,< 1 yr,373475,190473,183002,109032,55606,53426,44797,22847,21950,185202,94453,90749,13049,6655,6394,21395,10912,10483
Mid,2021,202107,000,State of Texas,1,1 yr,343770,175082,168688,99916,51088,48828,41370,20907,20463,165206,83979,81227,16954,8750,8204,20324,10358,9966
Mid,2021,202107,000,State of Texas,2,2 yrs,350526,178142,172384,103793,53121,50672,42764,21568,21196,167019,84597,82422,17234,8824,8410,19716,10032,9684
Mid,2021,202107,000,State of Texas,3,3 yrs,364788,185317,179471,106933,54649,52284,44778,22789,21989,173879,88044,85835,18614,9374,9240,20584,10461,10123
Mid,2021,202107,000,State of Texas,4,4 yrs,380976,194057,186919,112682,57632,55050,45816,23359,22457,181692,92116,89576,19879,10163,9716,20907,10787,10120
Mid,2021,202107,000,State of Texas,5,5 yrs,396733,201744,194989,118103,60395,57708,47479,23878,23601,189423,96239,93184,20335,10388,9947,21393,10844,10549
Mid,2021,202107,000,State of Texas,6,6 yrs,405872,207130,198742,119379,61346,58033,48654,24673,23981,194752,99218,95534,21302,10915,10387,21785,10978,10807
Mid,2021,202107,000,State of Texas,7,7 yrs,403060,205611,197449,119494,61357,58137,48144,24612,23532,193619,98353,95266,20829,10640,10189,20974,10649,10325
Mid,2021,202107,000,State of Texas,8,8 yrs,403283,205186,198097,119577,60894,58683,47835,24258,23577,193044,98098,94946,21878,11455,10423,20949,10481,10468
Mid,2021,202107,000,State of Texas,9,9 yrs,404123,206047,198076,118880,60519,58361,48243,24615,23628,195224,99675,95549,21165,10763,10402,20611,10475,10136
Mid,2021,202107,000,State of Texas,10,10 yrs,408866,209038,199828,120709,62020,58689,48951,25008,23943,197835,101070,96765,20909,10536,10373,20462,10404,10058
Mid,2021,202107,000,State of Texas,11,11 yrs,431778,220236,211542,124760,64157,60603,51795,26141,25654,212425,108160,104265,21184,10710,10474,21614,11068,10546
Mid,2021,202107,000,State of Texas,12,12 yrs,432070,220932,211138,125024,64206,60818,51819,26514,25305,213148,108752,104396,20919,10701,10218,21160,10759,10401
Mid,2021,202107,000,State of Texas,13,13 yrs,444639,226810,217829,127900,65495,62405,53052,27057,25995,220492,112356,108136,21628,11001,10627,21567,10901,10666
Mid,2021,202107,000,State of Texas,14,14 yrs,440856,224856,216000,127825,65566,62259,53092,27160,25932,218243,110820,107423,20470,10430,10040,21226,10880,10346
Mid,2021,202107,000,State of Texas,15,15 yrs,432880,221417,211463,126561,65186,61375,51379,26108,25271,213877,109331,104546,20416,10301,10115,20647,10491,10156
Mid,2021,202107,000,State of Texas,16,16 yrs,437534,224328,213206,128012,65889,62123,51764,26471,25293,216412,111184,105228,20853,10512,10341,20493,10272,10221
Mid,2021,202107,000,State of Texas,17,17 yrs,434955,222521,212434,129030,66192,62838,51266,26256,25010,213689,109315,104374,20762,10544,10218,20208,10214,9994
Mid,2021,202107,000,State of Texas,18,18 yrs,429324,219537,209787,127892,65711,62181,50639,25939,24700,210927,107823,103104,20629,10329,10300,19237,9735,9502
Mid,2021,202107,000,State of Texas,19,19 yrs,435680,222785,212895,129698,66665,63033,55180,27788,27392,209320,107637,101683,22278,11116,11162,19204,9579,9625
Mid,2021,202107,000,State of Texas,20,20 yrs,441802,223531,218271,136050,69101,66949,55282,27502,27780,207289,105370,101919,24178,12130,12048,19003,9428,9575
Mid,2021,202107,000,State of Texas,21,21 yrs,440035,224296,215739,140076,71630,68446,55408,27538,27870,203378,104146,99232,23302,11824,11478,17871,9158,8713
Mid,2021,202107,000,State of Texas,22,22 yrs,420184,214052,206132,135607,69245,66362,52345,26147,26198,193019,98683,94336,22447,11561,10886,16766,8416,8350
Mid,2021,202107,000,State of Texas,23,23 yrs,408772,208726,200046,132556,67791,64765,51013,25476,25537,185916,95382,90534,22967,11926,11041,16320,8151,8169
Mid,2021,202107,000,State of Texas,24,24 yrs,403151,205664,197487,133427,68224,65203,49816,24682,25134,181314,93237,88077,23132,11815,11317,15462,7706,7756
Mid,2021,202107,000,State of Texas,25,25 yrs,404538,205206,199332,135217,68770,66447,49935,24700,25235,179862,91783,88079,23470,12033,11437,16054,7920,8134
Mid,2021,202107,000,State of Texas,26,26 yrs,421176,214211,206965,141842,72549,69293,53026,25953,27073,186744,95694,91050,23892,12192,11700,15672,7823,7849
Mid,2021,202107,000,State of Texas,27,27 yrs,406960,204964,201996,138338,70382,67956,51689,25247,26442,177554,89841,87713,23962,12014,11948,15417,7480,7937
Mid,2021,202107,000,State of Texas,28,28 yrs,412319,207497,204822,141010,71779,69231,53020,25654,27366,177667,89948,87719,25234,12596,12638,15388,7520,7868
Mid,2021,202107,000,State of Texas,29,29 yrs,421608,211787,209821,147660,75171,72489,54204,26078,28126,178644,90464,88180,25791,12552,13239,15309,7522,7787
Mid,2021,202107,000,State of Texas,30,30 yrs,419631,210091,209540,150112,76271,73841,53936,25821,28115,173714,87843,85871,26202,12590,13612,15667,7566,8101
Mid,2021,202107,000,State of Texas,31,31 yrs,453734,228138,225596,162504,82697,79807,58657,28088,30569,187850,95824,92026,28398,13633,14765,16325,7896,8429
Mid,2021,202107,000,State of Texas,32,32 yrs,407110,202347,204763,149942,76107,73835,52206,24824,27382,162171,81172,80999,27475,12890,14585,15316,7354,7962
Mid,2021,202107,000,State of Texas,33,33 yrs,415015,206829,208186,153138,77590,75548,52567,24748,27819,166783,84406,82377,27490,12854,14636,15037,7231,7806
Mid,2021,202107,000,State of Texas,34,34 yrs,409877,203656,206221,152807,77194,75613,51240,24435,26805,163778,82182,81596,27014,12743,14271,15038,7102,7936
Mid,2021,202107,000,State of Texas,35,35 yrs,412999,205050,207949,155501,78600,76901,51855,24448,27407,163015,81850,81165,28021,13124,14897,14607,7028,7579
Mid,2021,202107,000,State of Texas,36,36 yrs,438271,219311,218960,163589,83340,80249,54348,26033,28315,175589,88706,86883,29716,14107,15609,15029,7125,7904
Mid,2021,202107,000,State of Texas,37,37 yrs,404189,200232,203957,151681,76786,74895,50069,23596,26473,159298,79557,79741,28739,13489,15250,14402,6804,7598
Mid,2021,202107,000,State of Texas,38,38 yrs,408999,202601,206398,153862,78145,75717,50881,24148,26733,161035,79837,81198,28548,13467,15081,14673,7004,7669
Mid,2021,202107,000,State of Texas,39,39 yrs,407524,201491,206033,152802,77418,75384,49914,23563,26351,162528,80763,81765,28024,13077,14947,14256,6670,7586
Mid,2021,202107,000,State of Texas,40,40 yrs,402476,198422,204054,150964,76610,74354,50567,23715,26852,159104,78472,80632,27224,12738,14486,14617,6887,7730
Mid,2021,202107,000,State of Texas,41,41 yrs,429637,213698,215939,157603,79979,77624,54333,25807,28526,174914,87849,87065,28337,13200,15137,14450,6863,7587
Mid,2021,202107,000,State of Texas,42,42 yrs,372247,183479,188768,139256,70712,68544,47347,22375,24972,146360,71954,74406,25791,12065,13726,13493,6373,7120
Mid,2021,202107,000,State of Texas,43,43 yrs,374529,183687,190842,139745,70421,69324,45870,21720,24150,150791,73659,77132,24863,11740,13123,13260,6147,7113
Mid,2021,202107,000,State of Texas,44,44 yrs,366183,180066,186117,135656,68513,67143,44632,21295,23337,147948,72276,75672,25075,11871,13204,12872,6111,6761
Mid,2021,202107,000,State of Texas,45,45 yrs,360807,177470,183337,133397,67787,65610,43708,20528,23180,145601,71088,74513,25752,12315,13437,12349,5752,6597
Mid,2021,202107,000,State of Texas,46,46 yrs,384014,190761,193253,142385,72234,70151,45554,22067,23487,156513,77466,79047,26814,12979,13835,12748,6015,6733
Mid,2021,202107,000,State of Texas,47,47 yrs,352917,173474,179443,133039,67234,65805,43139,20579,22560,140161,68128,72033,24988,12039,12949,11590,5494,6096
Mid,2021,202107,000,State of Texas,48,48 yrs,359083,176288,182795,137317,69357,67960,44499,21140,23359,139768,67908,71860,25184,12110,13074,12315,5773,6542
Mid,2021,202107,000,State of Texas,49,49 yrs,369939,181528,188411,148193,74825,73368,44935,21364,23571,139678,67532,72146,24798,11899,12899,12335,5908,6427
Mid,2021,202107,000,State of Texas,50,50 yrs,380146,186757,193389,159540,80473,79067,46715,22236,24479,137120,66364,70756,23891,11580,12311,12880,6104,6776
Mid,2021,202107,000,State of Texas,51,51 yrs,390717,193513,197204,163758,82693,81065,46736,22264,24472,143585,70902,72683,23975,11584,12391,12663,6070,6593
Mid,2021,202107,000,State of Texas,52,52 yrs,346024,170204,175820,148005,74398,73607,41226,19609,21617,123909,60477,63432,21477,10337,11140,11407,5383,6024
Mid,2021,202107,000,State of Texas,53,53 yrs,337563,166252,171311,143189,72202,70987,41118,19726,21392,122628,59709,62919,19719,9540,10179,10909,5075,5834
Mid,2021,202107,000,State of Texas,54,54 yrs,331614,163074,168540,143589,71924,71665,40992,19391,21601,118032,57987,60045,18190,8779,9411,10811,4993,5818
Mid,2021,202107,000,State of Texas,55,55 yrs,336804,165932,170872,146995,73557,73438,42122,19947,22175,118378,58411,59967,18445,8980,9465,10864,5037,5827
Mid,2021,202107,000,State of Texas,56,56 yrs,361269,177850,183419,164891,82401,82490,44439,20910,23529,121913,60160,61753,18448,8953,9495,11578,5426,6152
Mid,2021,202107,000,State of Texas,57,57 yrs,351430,172092,179338,166975,82958,84017,42165,19646,22519,112549,55354,57195,17988,8669,9319,11753,5465,6288
Mid,2021,202107,000,State of Texas,58,58 yrs,350296,171063,179233,170596,84709,85887,41932,19584,22348,108779,53037,55742,17126,8210,8916,11863,5523,6340
Mid,2021,202107,000,State of Texas,59,59 yrs,346433,169208,177225,173189,85802,87387,41108,19254,21854,104971,51375,53596,15518,7440,8078,11647,5337,6310
Mid,2021,202107,000,State of Texas,60,60 yrs,345089,167877,177212,174732,86567,88165,41411,19297,22114,102057,49559,52498,15583,7336,8247,11306,5118,6188
Mid,2021,202107,000,State of Texas,61,61 yrs,352764,171984,180780,180808,89510,91298,41541,19385,22156,103552,50534,53018,15811,7340,8471,11052,5215,5837
Mid,2021,202107,000,State of Texas,62,62 yrs,325783,157957,167826,170847,84443,86404,38611,17958,20653,91293,44132,47161,14560,6605,7955,10472,4819,5653
Mid,2021,202107,000,State of Texas,63,63 yrs,325544,157028,168516,173229,85142,88087,37750,17479,20271,89920,43058,46862,14246,6482,7764,10399,4867,5532
Mid,2021,202107,000,State of Texas,64,64 yrs,312496,149174,163322,167406,81353,86053,36044,16492,19552,85108,40552,44556,13933,6258,7675,10005,4519,5486
Mid,2021,202107,000,State of Texas,65,65 yrs,301472,144131,157341,162991,79239,83752,34456,15880,18576,81097,38578,42519,13600,6150,7450,9328,4284,5044
Mid,2021,202107,000,State of Texas,66,66 yrs,301725,143800,157925,165522,80413,85109,33808,15322,18486,79880,37858,42022,13391,6014,7377,9124,4193,4931
Mid,2021,202107,000,State of Texas,67,67 yrs,274836,129164,145672,154347,73834,80513,29626,13284,16342,70559,32920,37639,12078,5439,6639,8226,3687,4539
Mid,2021,202107,000,State of Texas,68,68 yrs,266494,125367,141127,151003,72535,78468,28229,12589,15640,67402,31393,36009,12141,5398,6743,7719,3452,4267
Mid,2021,202107,000,State of Texas,69,69 yrs,250972,117725,133247,144585,69304,75281,26107,11357,14750,62522,29055,33467,10731,4701,6030,7027,3308,3719
Mid,2021,202107,000,State of Texas,70,70 yrs,236606,109882,126724,134256,63817,70439,25115,10731,14384,59933,27714,32219,10822,4675,6147,6480,2945,3535
Mid,2021,202107,000,State of Texas,71,71 yrs,235679,109162,126517,136006,64603,71403,23657,10194,13463,58644,26867,31777,11026,4785,6241,6346,2713,3633
Mid,2021,202107,000,State of Texas,72,72 yrs,216857,100190,116667,128753,60784,67969,21165,9110,12055,51803,23587,28216,9336,4129,5207,5800,2580,3220
Mid,2021,202107,000,State of Texas,73,73 yrs,217024,100796,116228,133164,63196,69968,19510,8395,11115,49854,22789,27065,8735,3786,4949,5761,2630,3131
Mid,2021,202107,000,State of Texas,74,74 yrs,206812,95451,111361,130582,61747,68835,17239,7368,9871,45830,20562,25268,7827,3452,4375,5334,2322,3012
Mid,2021,202107,000,State of Texas,75,75 yrs,157848,72321,85527,93927,44335,49592,14021,5800,8221,39222,17416,21806,6746,3042,3704,3932,1728,2204
Mid,2021,202107,000,State of Texas,76,76 yrs,156459,70943,85516,95671,44342,51329,13292,5422,7870,37137,16479,20658,6506,2996,3510,3853,1704,2149
Mid,2021,202107,000,State of Texas,77,77 yrs,147722,66253,81469,93520,43110,50410,11964,4832,7132,33136,14316,18820,5455,2460,2995,3647,1535,2112
Mid,2021,202107,000,State of Texas,78,78 yrs,136788,61334,75454,88069,40424,47645,11056,4561,6495,29261,12522,16739,5087,2357,2730,3315,1470,1845
Mid,2021,202107,000,State of Texas,79,79 yrs,119967,53257,66710,76361,34814,41547,9655,3886,5769,26609,11294,15315,4565,2076,2489,2777,1187,1590
Mid,2021,202107,000,State of Texas,80,80 yrs,108527,47513,61014,68958,30985,37973,8779,3393,5386,24345,10257,14088,3991,1792,2199,2454,1086,1368
Mid,2021,202107,000,State of Texas,81,81 yrs,99623,42913,56710,62602,27562,35040,8022,3019,5003,23097,9777,13320,3819,1719,2100,2083,836,1247
Mid,2021,202107,000,State of Texas,82,82 yrs,88064,37560,50504,56429,24710,31719,6753,2598,4155,19717,8091,11626,3206,1425,1781,1959,736,1223
Mid,2021,202107,000,State of Texas,83,83 yrs,81074,34149,46925,51976,22428,29548,6154,2301,3853,18388,7428,10960,2831,1271,1560,1725,721,1004
Mid,2021,202107,000,State of Texas,84,84 yrs,71502,29612,41890,45490,19422,26068,5528,2015,3513,16586,6489,10097,2373,1061,1312,1525,625,900
Mid,2021,202107,000,State of Texas,85,85 yrs,65303,26409,38894,42182,17579,24603,4922,1754,3168,14743,5669,9074,2134,896,1238,1322,511,811
Mid,2021,202107,000,State of Texas,86,86 yrs,59780,23879,35901,38558,15739,22819,4545,1551,2994,13699,5306,8393,1777,799,978,1201,484,717
Mid,2021,202107,000,State of Texas,87,87 yrs,49887,19563,30324,32278,12924,19354,3803,1280,2523,11415,4402,7013,1470,610,860,921,347,574
Mid,2021,202107,000,State of Texas,88,88 yrs,44136,16977,27159,28969,11414,17555,3423,1144,2279,9571,3583,5988,1311,517,794,862,319,543
Mid,2021,202107,000,State of Texas,89,89 yrs,38612,14667,23945,25472,9840,15632,2716,866,1850,8530,3223,5307,1062,422,640,832,316,516
Mid,2021,202107,000,State of Texas,90,90 yrs,33765,12468,21297,22262,8450,13812,2406,745,1661,7554,2696,4858,911,343,568,632,234,398
Mid,2021,202107,000,State of Texas,91,91 yrs,28864,10179,18685,18987,6807,12180,2169,619,1550,6471,2300,4171,762,296,466,475,157,318
Mid,2021,202107,000,State of Texas,92,92 yrs,22713,7853,14860,15074,5305,9769,1706,492,1214,4973,1702,3271,560,213,347,400,141,259
Mid,2021,202107,000,State of Texas,93,93 yrs,18495,5994,12501,12409,4072,8337,1286,351,935,4062,1305,2757,459,166,293,279,100,179
Mid,2021,202107,000,State of Texas,94,94 yrs,14904,4686,10218,10033,3147,6886,1110,291,819,3134,1040,2094,373,120,253,254,88,166
Mid,2021,202107,000,State of Texas,95,95+ yrs,38955,10842,28113,25543,6922,18621,3250,738,2512,8461,2632,5829,987,320,667,714,230,484
Mid,2022,202207,000,State of Texas,-1,All Ages,30113488,14873154,15240334,11727208,5822278,5904930,3577669,1716784,1860885,11976834,5962334,6014500,1671335,808529,862806,1160442,563229,597213
Mid,2022,202207,000,State of Texas,0,< 1 yr,379257,193420,185837,109225,55704,53521,45520,23215,22305,188654,96214,92440,13424,6846,6578,22434,11441,10993
Mid,2022,202207,000,State of Texas,1,1 yr,378097,192715,185382,109667,55918,53749,45357,23111,22246,187872,95732,92140,13709,6996,6713,21492,10958,10534
Mid,2022,202207,000,State of Texas,2,2 yrs,348693,177539,171154,100804,51550,49254,42021,21234,20787,167765,85213,82552,17627,9107,8520,20476,10435,10041
Mid,2022,202207,000,State of Texas,3,3 yrs,355546,180684,174862,104758,53625,51133,43441,21909,21532,169536,85847,83689,17933,9187,8746,19878,10116,9762
Mid,2022,202207,000,State of Texas,4,4 yrs,369849,187885,181964,107911,55159,52752,45475,23139,22336,176400,89309,87091,19314,9733,9581,20749,10545,10204
Mid,2022,202207,000,State of Texas,5,5 yrs,386145,196685,189460,113684,58149,55535,46519,23715,22804,184289,93427,90862,20575,10519,10056,21078,10875,10203
Mid,2022,202207,000,State of Texas,6,6 yrs,402025,204450,197575,119135,60929,58206,48191,24238,23953,192115,97619,94496,21016,10731,10285,21568,10933,10635
Mid,2022,202207,000,State of Texas,7,7 yrs,411239,209902,201337,120420,61889,58531,49375,25039,24336,197535,100668,96867,21944,11236,10708,21965,11070,10895
Mid,2022,202207,000,State of Texas,8,8 yrs,408397,208378,200019,120527,61893,58634,48855,24973,23882,196414,99820,96594,21452,10953,10499,21149,10739,10410
Mid,2022,202207,000,State of Texas,9,9 yrs,408604,207953,200651,120602,61421,59181,48541,24614,23927,195856,99589,96267,22484,11761,10723,21121,10568,10553
Mid,2022,202207,000,State of Texas,10,10 yrs,409479,208813,200666,119887,61034,58853,48950,24972,23978,198094,101180,96914,21764,11063,10701,20784,10564,10220
Mid,2022,202207,000,State of Texas,11,11 yrs,414183,211791,202392,121722,62539,59183,49657,25363,24294,200690,102574,98116,21483,10825,10658,20631,10490,10141
Mid,2022,202207,000,State of Texas,12,12 yrs,437208,223040,214168,125792,64686,61106,52517,26502,26015,215364,109699,105665,21747,10996,10751,21788,11157,10631
Mid,2022,202207,000,State of Texas,13,13 yrs,437483,223733,213750,126058,64731,61327,52550,26882,25668,216088,110302,105786,21461,10976,10485,21326,10842,10484
Mid,2022,202207,000,State of Texas,14,14 yrs,450142,229647,220495,128963,66031,62932,53795,27428,26367,223483,113931,109552,22162,11270,10892,21739,10987,10752
Mid,2022,202207,000,State of Texas,15,15 yrs,446472,227737,218735,128921,66112,62809,53860,27540,26320,221264,112410,108854,21034,10711,10323,21393,10964,10429
Mid,2022,202207,000,State of Texas,16,16 yrs,438614,224363,214251,127706,65757,61949,52168,26498,25670,216903,110939,105964,21023,10594,10429,20814,10575,10239
Mid,2022,202207,000,State of Texas,17,17 yrs,443549,227399,216150,129225,66487,62738,52564,26858,25706,219534,112850,106684,21568,10851,10717,20658,10353,10305
Mid,2022,202207,000,State of Texas,18,18 yrs,441312,225762,215550,130318,66823,63495,52095,26657,25438,216897,111041,105856,21620,10943,10677,20382,10298,10084
Mid,2022,202207,000,State of Texas,19,19 yrs,436216,222995,213221,129652,66598,63054,51754,26436,25318,213897,109422,104475,21534,10733,10801,19379,9806,9573
Mid,2022,202207,000,State of Texas,20,20 yrs,442768,226340,216428,131497,67562,63935,56324,28299,28025,212310,109250,103060,23294,11583,11711,19343,9646,9697
Mid,2022,202207,000,State of Texas,21,21 yrs,449101,227142,221959,137949,70043,67906,56463,28018,28445,210301,106966,103335,25248,12621,12627,19140,9494,9646
Mid,2022,202207,000,State of Texas,22,22 yrs,447521,227978,219543,142036,72606,69430,56644,28077,28567,206395,105715,100680,24444,12358,12086,18002,9222,8780
Mid,2022,202207,000,State of Texas,23,23 yrs,427576,217662,209914,137512,70201,67311,53555,26667,26888,195966,100187,95779,23650,12129,11521,16893,8478,8415
Mid,2022,202207,000,State of Texas,24,24 yrs,416196,212349,203847,134444,68745,65699,52195,25985,26210,188872,96886,91986,24237,12519,11718,16448,8214,8234
Mid,2022,202207,000,State of Texas,25,25 yrs,410759,209343,201416,135318,69172,66146,51015,25199,25816,184386,94805,89581,24449,12399,12050,15591,7768,7823
Mid,2022,202207,000,State of Texas,26,26 yrs,412342,208987,203355,137125,69723,67402,51121,25199,25922,183108,93485,89623,24803,12599,12204,16185,7981,8204
Mid,2022,202207,000,State of Texas,27,27 yrs,429198,218088,211110,143793,73526,70267,54255,26472,27783,190102,97464,92638,25244,12737,12507,15804,7889,7915
Mid,2022,202207,000,State of Texas,28,28 yrs,414907,208787,206120,140276,71345,68931,52931,25772,27159,180847,91578,89269,25308,12551,12757,15545,7541,8004
Mid,2022,202207,000,State of Texas,29,29 yrs,420237,211308,208929,142960,72747,70213,54302,26196,28106,180928,91666,89262,26528,13115,13413,15519,7584,7935
Mid,2022,202207,000,State of Texas,30,30 yrs,429458,215595,213863,149635,76159,73476,55489,26628,28861,181861,92160,89701,27038,13065,13973,15435,7583,7852
Mid,2022,202207,000,State of Texas,31,31 yrs,427306,213846,213460,152092,77258,74834,55205,26362,28843,176821,89505,87316,27388,13091,14297,15800,7630,8170
Mid,2022,202207,000,State of Texas,32,32 yrs,461298,231842,229456,164533,83712,80821,59928,28628,31300,190826,97414,93412,29556,14130,15426,16455,7958,8497
Mid,2022,202207,000,State of Texas,33,33 yrs,414126,205753,208373,151898,77081,74817,53408,25330,28078,164803,82564,82239,28575,13365,15210,15442,7413,8029
Mid,2022,202207,000,State of Texas,34,34 yrs,421754,210070,211684,155060,78543,76517,53710,25224,28486,169279,85713,83566,28550,13304,15246,15155,7286,7869
Mid,2022,202207,000,State of Texas,35,35 yrs,416290,206727,209563,154687,78128,76559,52327,24884,27443,166112,83395,82717,28010,13163,14847,15154,7157,7997
Mid,2022,202207,000,State of Texas,36,36 yrs,418308,207779,210529,156728,79241,77487,52490,24742,27748,165284,83050,82234,29089,13667,15422,14717,7079,7638
